Tailings (Herschel-Bulkley model),,,
,,,
Concentration,,0.59,
Density,[kg/m^3],1154.8955,
Yield Stress,[Pa],0.010099525,
Viscosity Consistency,[Pa s],14.685,
Power Law Index,,0.311,
,,,
 Z [ m ], Pressure [ MPa ], Velocity [ m s^-1 ],
0.462000966,-2.19861E-06,0.001776609,
0.459830105,1.85524E-05,0.001779655,
0.457659245,5.60142E-05,0.001741589,
0.455488384,7.84972E-05,0.001751236,
0.453317523,0.000107632,0.001874676,
0.451146662,0.000127624,0.001992268,
0.448975801,0.000144906,0.002235897,
0.446804941,0.000185614,0.002822259,
0.44463408,0.000198455,0.003000718,
0.442463219,0.000224331,0.003233558,
0.440292358,0.000265317,0.003605686,
0.438121498,0.000276206,0.003704429,
0.435950637,0.000303598,0.003915409,
0.433779776,0.000343136,0.004246453,
0.431608915,0.000353715,0.004333962,
0.429438055,0.000370851,0.004328479,
0.427267194,0.000398227,0.004359228,
0.425096333,0.000415868,0.004393327,
0.422925472,0.000456786,0.0046151,
0.420754611,0.000475535,0.004775109,
0.418583751,0.000497631,0.0049858,
0.41641289,0.000535132,0.005338753,
0.414242029,0.0005408,0.005381847,
0.412071168,0.000585546,0.00567124,
0.409900308,0.000604395,0.005770831,
0.407729447,0.000619042,0.005851013,
0.405558586,0.00066326,0.006087979,
0.403387725,0.000677776,0.006159733,
0.401216865,0.000696116,0.006266136,
0.399046004,0.000711433,0.006368153,
0.396875143,0.000755293,0.006625249,
0.394704282,0.000771021,0.006701948,
0.392533422,0.000787785,0.006781527,
0.390362561,0.000831696,0.006984311,
0.3881917,0.000845547,0.007042973,
0.386020839,0.000863785,0.007095899,
0.383849978,0.000878686,0.007147092,
0.381679118,0.000924617,0.007327019,
0.379508257,0.000942601,0.007401332,
0.377337396,0.000961105,0.007478112,
0.375166535,0.001007395,0.007755491,
0.372995675,0.001021653,0.007870016,
0.370824814,0.001040442,0.008012823,
0.368653953,0.001054931,0.008130928,
0.366483092,0.001099065,0.008480581,
0.364312232,0.001116038,0.008609357,
0.362141371,0.00113297,0.008732177,
0.35997051,0.001176391,0.009041553,
0.357799649,0.001190444,0.009139742,
0.355628788,0.00120861,0.009268072,
0.353457928,0.001222251,0.009359157,
0.351287067,0.00126593,0.009584552,
0.349116206,0.001283173,0.009651723,
0.346945345,0.001299764,0.009718288,
0.344774485,0.00134335,0.009957619,
0.342603624,0.001358042,0.010062544,
0.340432763,0.001376387,0.010197842,
0.338261902,0.001389815,0.010289447,
0.336091042,0.001434468,0.010649282,
0.333920181,0.001452255,0.010811908,
0.33174932,0.001468693,0.010959405,
0.329578459,0.001512586,0.011331326,
0.327407598,0.001527789,0.01145613,
0.325236738,0.001546094,0.01161697,
0.323065877,0.001559045,0.011728877,
0.320895016,0.00160405,0.012142159,
0.318724155,0.001622119,0.01231668,
0.316553295,0.001638142,0.012473002,
0.314382434,0.001682505,0.012905328,
0.312211573,0.001698484,0.013061925,
0.310040712,0.001716932,0.013242343,
0.307869852,0.001762728,0.013738593,
0.305698991,0.001775345,0.013892328,
0.30352813,0.001793419,0.014126554,
0.301357269,0.001808608,0.014316328,
0.299186409,0.001852061,0.014824322,
0.297015548,0.001867976,0.015003008,
0.294844687,0.001885684,0.0152,
0.292673826,0.001930462,0.015585571,
0.290502965,0.001943604,0.015660211,
0.288332105,0.001961679,0.01577395,
0.286161244,0.001976255,0.01584748,
0.283990383,0.002020235,0.016078267,
0.281819522,0.002036467,0.016170638,
0.279648662,0.002052722,0.016246097,
0.277477801,0.002097792,0.016440718,
0.27530694,0.002112146,0.01650651,
0.273136079,0.002129129,0.016602751,
0.270965219,0.002171728,0.016981313,
0.268794358,0.002184681,0.017167008,
0.266623497,0.002203109,0.017478379,
0.264452636,0.002242235,0.018146841,
0.262281775,0.002253429,0.018360525,
0.260110915,0.002272591,0.018738724,
0.257940054,0.002284894,0.018970501,
0.255769193,0.002326822,0.019832492,
0.253598332,0.002347148,0.020272607,
0.251427472,0.002361873,0.02058935,
0.249256611,0.002403552,0.021447791,
0.24708575,0.00242285,0.021835156,
0.244914889,0.00244057,0.022191921,
0.242744029,0.002479744,0.022939479,
0.240573168,0.002495877,0.023227697,
0.238402307,0.002516488,0.02359583,
0.236231446,0.002557999,0.024337698,
0.234060585,0.00256925,0.024538936,
0.231889725,0.002590069,0.024912167,
0.229718864,0.002606626,0.025208978,
0.227548003,0.002645078,0.025946602,
0.225377142,0.002662495,0.026301786,
0.223206282,0.00268303,0.02672082,
0.221035421,0.002723818,0.027590102,
0.21886456,0.002735951,0.027866319,
0.216693699,0.002757148,0.028349249,
0.214522839,0.00277307,0.028711928,
0.212351978,0.002811773,0.029680133,
0.210181117,0.002829931,0.030170517,
0.208010256,0.002850316,0.030721156,
0.205839396,0.002890325,0.031817231,
0.203668535,0.002902816,0.032166883,
0.201497674,0.002924057,0.032761328,
0.199326813,0.002939734,0.033200495,
0.197155952,0.002977754,0.034257639,
0.194985092,0.002995735,0.034753252,
0.192814231,0.003016233,0.03531462,
0.19064337,0.003058441,0.036399126,
0.188472509,0.00307263,0.036707044,
0.186301649,0.003099789,0.037236814,
0.184130788,0.003123867,0.037588168,
0.181959927,0.003130978,0.037751488,
0.179789066,0.00316341,0.038627598,
0.177618206,0.003197351,0.039330244,
0.175447345,0.003204889,0.039560471,
0.173276484,0.003234779,0.040726792,
0.171105623,0.00326645,0.041846633,
0.168934762,0.003274586,0.042069525,
0.166763902,0.003307797,0.042746536,
0.164593041,0.003329234,0.043188382,
0.16242218,0.003351856,0.043332212,
0.160251319,0.003372766,0.04330758,
0.158080459,0.003400902,0.043157231,
0.155909598,0.00342081,0.042861771,
0.153738737,0.003437862,0.042544577,
0.151567876,0.003462818,0.042952169,
0.149397016,0.003489497,0.043362264,
0.147226155,0.003508138,0.043462277,
0.145055294,0.003531428,0.043771591,
0.142884433,0.003550745,0.044312555,
0.140713573,0.003575034,0.045042526,
0.138542712,0.003601457,0.046081387,
